joint_data_pelvis_tx,joint_data_pelvis_ty,joint_data_pelvis_tilt,joint_data_hip_flexion_r,joint_data_knee_r_translation1,joint_data_knee_r_translation2,joint_data_knee_angle_r,joint_data_ankle_angle_r,joint_data_mtp_angle_r,joint_data_hamstrings_r_semimem_r-P2_x,joint_data_hamstrings_r_semimem_r-P2_y,joint_data_rect_fem_r_rect_fem_r-P3_x,joint_data_rect_fem_r_rect_fem_r-P3_y,joint_data_vasti_r_vas_int_r-P4_x,joint_data_vasti_r_vas_int_r-P4_y,joint_data_gastroc_r_med_gas_r-P2_x,joint_data_gastroc_r_med_gas_r-P2_y,joint_data_gastroc_r_med_gas_r-P2_z,joint_data_hip_flexion_l,joint_data_knee_l_translation1,joint_data_knee_l_translation2,joint_data_knee_angle_l,joint_data_ankle_angle_l,joint_data_mtp_angle_l,joint_data_hamstrings_l_semimem_l-P2_x,joint_data_hamstrings_l_semimem_l-P2_y,joint_data_rect_fem_l_rect_fem_l-P3_x,joint_data_rect_fem_l_rect_fem_l-P3_y,joint_data_vasti_l_vas_int_l-P4_x,joint_data_vasti_l_vas_int_l-P4_y,joint_data_gastroc_l_med_gas_l-P2_x,joint_data_gastroc_l_med_gas_l-P2_y,joint_data_gastroc_l_med_gas_l-P2_z,joint_data_r_shoulder_abd,joint_data_r_shoulder_rot,joint_data_r_shoulder_flex,joint_data_r_elbow_flex,joint_data_r_wrist_rot,joint_data_r_wrist_flex,joint_data_r_wrist_dev,joint_data_l_shoulder_abd,joint_data_l_shoulder_rot,joint_data_l_shoulder_flex,joint_data_l_elbow_flex,joint_data_l_wrist_rot,joint_data_l_wrist_flex,joint_data_l_wrist_dev,joint_data_iliopsoas_r_psoas_r-P3_x,joint_data_iliopsoas_r_psoas_r-P3_y,joint_data_iliopsoas_r_psoas_r-P3_z,joint_data_iliopsoas_l_psoas_l-P3_x,joint_data_iliopsoas_l_psoas_l-P3_y,joint_data_iliopsoas_l_psoas_l-P3_z,sensor_data_r_foot,sensor_data_r_toes,sensor_data_l_foot,sensor_data_l_toes,sensor_data_r_knee_sensor,sensor_data_l_knee_sensor,sensor_data_r_hip_sensor,sensor_data_l_hip_sensor,sensor_data_r_ankle_sensor,sensor_data_l_ankle_sensor,sensor_data_r_mtp_sensor,sensor_data_l_mtp_sensor,time
[0.0134],[0.9595],[0.2094],[-0.1223],[0.0009],[-0.405],[-0.1407],[-0.1228],[0.6073],[-0.0306],[-0.0423],[0.0315],[0.0331],[0.014],[0.0402],[-0.0249],[-0.4055],[-0.0237],[-0.0646],[0.0004],[-0.3978],[-0.7103],[-0.1863],[0.4089],[-0.0318],[-0.0407],[0.0245],[0.0405],[0.0068],[0.0525],[-0.0297],[-0.4042],[0.0257],[0.12],[3.3039e-05],[-0.0005],[-9.5643e-05],[-1.7727e-06],[-2.9855e-06],[-1.0429e-05],[0.11],[-1.3472e-05],[0.0005],[-9.1724e-05],[-6.719e-06],[-1.2394e-06],[-1.0455e-05],[-0.033],[-0.078],[0.0811],[-0.0334],[-0.0782],[-0.0812],[0.],[0.],[0.],[399.028],[0.],[0.],[0.],[0.],[0.],[0.],[0.6607],[0.],0.0
[0.0373],[0.9851],[0.2836],[-0.3168],[-0.0028],[-0.3973],[0.0614],[-0.3349],[0.566],[-0.0337],[-0.037],[0.0577],[0.0382],[0.0529],[0.0355],[-0.0218],[-0.4015],[-0.0235],[-0.4097],[-0.0023],[-0.394],[-0.2075],[-0.2688],[0.4325],[-0.0334],[-0.0374],[0.0404],[0.0455],[0.0428],[0.0518],[-0.0262],[-0.4022],[0.024],[0.12],[2.9662e-05],[-0.0004],[-7.6952e-05],[-1.4639e-06],[-2.9169e-06],[-7.9069e-06],[0.11],[-1.3293e-05],[0.0004],[-7.3215e-05],[-5.7198e-06],[-1.2131e-06],[-7.9512e-06],[-0.0399],[-0.0736],[0.0791],[-0.0383],[-0.0759],[-0.0799],[0.],[0.],[0.],[0.],[55.6359],[0.],[0.],[256.8068],[0.],[0.],[0.5385],[0.],0.033351862145636464
[0.0299],[0.9913],[0.2619],[-0.2541],[-0.0035],[-0.3949],[0.0025],[-0.3862],[0.5586],[-0.0268],[-0.0351],[0.054],[0.0382],[0.0522],[0.0436],[-0.0228],[-0.4001],[-0.024],[-0.4007],[-0.003],[-0.3942],[-0.112],[-0.288],[0.2982],[-0.0336],[-0.0368],[0.0469],[0.0468],[0.0462],[0.0477],[-0.0236],[-0.4016],[0.0236],[0.12],[2.7652e-05],[-0.0004],[-6.4392e-05],[-1.2606e-06],[-2.9076e-06],[-6.2426e-06],[0.11],[-1.3219e-05],[0.0004],[-6.082e-05],[-5.0762e-06],[-1.2099e-06],[-6.2988e-06],[-0.0376],[-0.074],[0.0794],[-0.0376],[-0.0747],[-0.0798],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[39.215],[0.],[0.],[0.1587],[0.],0.06670372429127293
[0.0194],[0.9859],[0.2293],[-0.1819],[-0.0032],[-0.3941],[-0.0773],[-0.3781],[0.5512],[-0.0287],[-0.036],[0.0527],[0.0359],[0.0477],[0.0474],[-0.0241],[-0.4001],[-0.0243],[-0.3636],[-0.0039],[-0.3941],[0.0229],[-0.3078],[0.2324],[-0.0331],[-0.0354],[0.0542],[0.0409],[0.0535],[0.0408],[-0.0214],[-0.4005],[0.0234],[0.12],[2.7814e-05],[-0.0004],[-6.5319e-05],[-1.2791e-06],[-2.9126e-06],[-6.4042e-06],[0.11],[-1.32e-05],[0.0004],[-6.1764e-05],[-5.1329e-06],[-1.2115e-06],[-6.4594e-06],[-0.0366],[-0.0741],[0.0794],[-0.0356],[-0.0758],[-0.0801],[0.],[0.],[0.],[0.],[0.],[43.0328],[0.],[0.],[0.],[0.],[0.2027],[0.],0.1000555864369094
[0.012],[0.9721],[0.2088],[-0.1517],[-0.0028],[-0.3941],[-0.1453],[-0.2524],[0.5252],[-0.0294],[-0.0367],[0.0513],[0.0342],[0.044],[0.0506],[-0.0252],[-0.4004],[-0.0245],[-0.3084],[-0.0038],[-0.3942],[0.0238],[-0.3283],[0.3794],[-0.0321],[-0.0352],[0.0542],[0.0399],[0.0536],[0.0399],[-0.0206],[-0.3999],[0.0234],[0.12],[2.8709e-05],[-0.0004],[-7.0089e-05],[-1.3481e-06],[-3.0001e-06],[-7.0466e-06],[0.11],[-1.3101e-05],[0.0004],[-6.6486e-05],[-5.3648e-06],[-1.2455e-06],[-7.0971e-06],[-0.0359],[-0.0747],[0.0796],[-0.0342],[-0.0769],[-0.0804],[0.],[0.],[0.],[48.729],[0.],[46.4584],[0.],[0.],[0.],[0.],[0.0091],[0.],0.13340744858254586
[0.0111],[0.9587],[0.2099],[-0.1859],[-0.0026],[-0.3941],[-0.1603],[-0.1093],[0.5176],[-0.0294],[-0.0367],[0.0517],[0.032],[0.043],[0.0513],[-0.0256],[-0.4005],[-0.0246],[-0.3194],[-0.0041],[-0.3938],[0.0177],[-0.2012],[0.298],[-0.032],[-0.0354],[0.054],[0.0402],[0.0531],[0.0417],[-0.0203],[-0.3997],[0.0233],[0.12],[2.9352e-05],[-0.0004],[-7.3166e-05],[-1.3735e-06],[-3.1789e-06],[-7.4565e-06],[0.1099],[-1.2739e-05],[0.0004],[-6.9518e-05],[-5.4685e-06],[-1.3151e-06],[-7.503e-06],[-0.0357],[-0.0753],[0.0798],[-0.0337],[-0.0776],[-0.0806],[0.],[0.],[0.],[25.0984],[0.],[78.2407],[0.],[0.],[0.],[0.],[0.],[0.],0.16675931072818231
[0.0133],[0.9499],[0.2257],[-0.2553],[-0.0025],[-0.3942],[-0.1727],[-0.0015],[0.5153],[-0.0294],[-0.0368],[0.0523],[0.0297],[0.0423],[0.0518],[-0.026],[-0.4005],[-0.0247],[-0.3497],[-0.004],[-0.3935],[0.0183],[-0.1005],[0.1688],[-0.0325],[-0.0355],[0.054],[0.0401],[0.0531],[0.0415],[-0.0201],[-0.3995],[0.0233],[0.12],[2.9734e-05],[-0.0004],[-7.459e-05],[-1.3628e-06],[-3.4046e-06],[-7.6305e-06],[0.1099],[-1.2249e-05],[0.0004],[-7.089e-05],[-5.4632e-06],[-1.4031e-06],[-7.6743e-06],[-0.0358],[-0.0757],[0.0799],[-0.0346],[-0.0771],[-0.0804],[0.],[0.],[0.],[29.0162],[0.],[20.8499],[0.],[120.3164],[0.],[0.],[0.],[0.],0.2001111728738188
[0.0119],[0.947],[0.2335],[-0.3062],[-0.0022],[-0.3945],[-0.216],[0.0382],[0.5245],[-0.0297],[-0.0372],[0.0514],[0.0285],[0.0396],[0.0538],[-0.0266],[-0.4006],[-0.0249],[-0.3573],[-0.004],[-0.3934],[0.0141],[-0.0614],[0.1093],[-0.0327],[-0.0355],[0.0538],[0.0401],[0.0529],[0.0414],[-0.0202],[-0.3995],[0.0233],[0.12],[2.9077e-05],[-0.0004],[-6.901e-05],[-1.2362e-06],[-3.6347e-06],[-6.8299e-06],[0.1099],[-1.1804e-05],[0.0004],[-6.5337e-05],[-5.0996e-06],[-1.4933e-06],[-6.8784e-06],[-0.0369],[-0.0749],[0.0797],[-0.035],[-0.0767],[-0.0803],[0.],[0.],[0.],[39.457],[0.],[66.6316],[0.],[9.7659],[0.],[0.],[0.],[0.],0.23346303501945526
[0.0068],[0.9482],[0.2315],[-0.3396],[-0.002],[-0.3949],[-0.2458],[0.0208],[0.5246],[-0.03],[-0.0375],[0.0503],[0.0285],[0.0377],[0.0552],[-0.0271],[-0.4006],[-0.0251],[-0.3476],[-0.0039],[-0.3934],[0.0138],[-0.0706],[0.1123],[-0.0315],[-0.0353],[0.0538],[0.04],[0.0529],[0.0411],[-0.0203],[-0.3995],[0.0233],[0.12],[2.8875e-05],[-0.0004],[-6.6683e-05],[-1.1704e-06],[-3.8181e-06],[-6.4857e-06],[0.1099],[-1.1438e-05],[0.0004],[-6.3004e-05],[-4.9185e-06],[-1.5649e-06],[-6.5357e-06],[-0.0376],[-0.0741],[0.0795],[-0.0346],[-0.0769],[-0.0804],[0.],[0.],[0.],[38.286],[0.],[49.859],[0.],[0.],[0.],[0.],[0.],[0.],0.2668148971650917
[-0.002],[0.9491],[0.2196],[-0.355],[-0.0022],[-0.3948],[-0.2164],[-0.0034],[0.5282],[-0.0302],[-0.0372],[0.0502],[0.0308],[0.0395],[0.0541],[-0.0271],[-0.4003],[-0.0251],[-0.3211],[-0.0039],[-0.3935],[0.0102],[-0.0842],[0.1243],[-0.0289],[-0.0351],[0.0537],[0.0401],[0.0528],[0.0409],[-0.0206],[-0.3995],[0.0234],[0.12],[2.8444e-05],[-0.0004],[-6.3263e-05],[-1.0958e-06],[-3.9369e-06],[-5.9972e-06],[0.1099],[-1.1204e-05],[0.0004],[-5.9598e-05],[-4.7013e-06],[-1.6114e-06],[-6.05e-06],[-0.0377],[-0.0737],[0.0794],[-0.0338],[-0.0775],[-0.0806],[0.],[0.],[0.],[13.7113],[0.],[17.5253],[9.6726],[0.],[0.],[0.],[0.0375],[0.],0.30016675931072817
[-0.0132],[0.9476],[0.2001],[-0.3532],[-0.0027],[-0.3945],[-0.1591],[-0.0415],[0.5199],[-0.0302],[-0.0366],[0.0504],[0.0347],[0.0431],[0.0516],[-0.0268],[-0.4],[-0.0251],[-0.2866],[-0.0038],[-0.3934],[0.0042],[-0.0841],[0.128],[-0.0278],[-0.0353],[0.0534],[0.0403],[0.0525],[0.0411],[-0.0213],[-0.3995],[0.0235],[0.12],[2.8586e-05],[-0.0004],[-6.2864e-05],[-1.0696e-06],[-4.0817e-06],[-5.9073e-06],[0.1099],[-1.1005e-05],[0.0004],[-5.9186e-05],[-4.6441e-06],[-1.6679e-06],[-5.9604e-06],[-0.0381],[-0.073],[0.0793],[-0.0329],[-0.0781],[-0.0808],[0.],[0.],[0.],[0.],[0.],[0.],[61.9983],[0.],[0.],[0.],[0.],[0.],0.33351862145636463
[-0.0239],[0.9474],[0.1792],[-0.3538],[-0.0032],[-0.3942],[-0.0917],[-0.0499],[0.5182],[-0.0304],[-0.036],[0.0507],[0.04],[0.047],[0.0483],[-0.0262],[-0.3997],[-0.0249],[-0.2671],[-0.0037],[-0.3933],[-0.0182],[-0.0046],[0.1301],[-0.028],[-0.0357],[0.0523],[0.0411],[0.0514],[0.0419],[-0.022],[-0.3998],[0.0237],[0.12],[2.8784e-05],[-0.0004],[-6.2328e-05],[-1.0358e-06],[-4.2614e-06],[-5.7713e-06],[0.1099],[-1.0803e-05],[0.0004],[-5.8631e-05],[-4.5723e-06],[-1.7382e-06],[-5.8252e-06],[-0.038],[-0.073],[0.0793],[-0.0321],[-0.0788],[-0.081],[0.],[0.],[0.],[0.],[0.],[0.],[83.769],[0.],[0.],[0.],[0.],[0.],0.3668704836020011
[-0.0332],[0.9481],[0.1605],[-0.3547],[-0.0037],[-0.3937],[-0.0269],[-0.0803],[0.5403],[-0.028],[-0.0353],[0.0528],[0.0402],[0.0506],[0.0446],[-0.0257],[-0.3993],[-0.0248],[-0.2814],[-0.0034],[-0.3934],[-0.0463],[0.0148],[0.2021],[-0.0284],[-0.0359],[0.0508],[0.0425],[0.0502],[0.0422],[-0.0219],[-0.4002],[0.0236],[0.12],[2.9224e-05],[-0.0004],[-6.3926e-05],[-1.0451e-06],[-4.4029e-06],[-5.9868e-06],[0.1099],[-1.0569e-05],[0.0004],[-6.0208e-05],[-4.623e-06],[-1.7932e-06],[-6.0387e-06],[-0.0372],[-0.0737],[0.0795],[-0.0321],[-0.0789],[-0.081],[0.],[0.],[0.],[0.],[0.],[0.],[93.1389],[0.],[0.],[0.],[0.3231],[0.],0.4002223457476376
[-0.0393],[0.9464],[0.1522],[-0.3548],[-0.0039],[-0.3934],[0.0026],[-0.0818],[0.559],[-0.0278],[-0.0354],[0.0553],[0.0364],[0.0522],[0.0426],[-0.0256],[-0.3991],[-0.0248],[-0.3401],[-0.0034],[-0.3936],[-0.0546],[-0.0223],[0.2823],[-0.029],[-0.0359],[0.0502],[0.0435],[0.0501],[0.0414],[-0.0222],[-0.4003],[0.0236],[0.12],[2.9583e-05],[-0.0004],[-6.5639e-05],[-1.0621e-06],[-4.4889e-06],[-6.2199e-06],[0.1099],[-1.0405e-05],[0.0004],[-6.1893e-05],[-4.6882e-06],[-1.8265e-06],[-6.2697e-06],[-0.0366],[-0.0745],[0.0797],[-0.0333],[-0.0784],[-0.0808],[0.],[0.],[0.],[0.],[8.6036],[0.],[64.092],[0.],[0.],[0.],[0.4874],[0.],0.43357420789327406
[-0.0465],[0.9383],[0.1419],[-0.344],[-0.0038],[-0.3933],[0.0046],[-0.0484],[0.5583],[-0.0278],[-0.0357],[0.0565],[0.0337],[0.0523],[0.0421],[-0.0256],[-0.3991],[-0.0248],[-0.3673],[-0.0032],[-0.394],[-0.0881],[-0.0272],[0.3276],[-0.0295],[-0.0362],[0.0487],[0.0448],[0.0491],[0.0401],[-0.0222],[-0.4006],[0.0236],[0.12],[2.8997e-05],[-0.0004],[-6.2181e-05],[-9.9465e-07],[-4.5461e-06],[-5.7617e-06],[0.1099],[-1.018e-05],[0.0004],[-5.8465e-05],[-4.4778e-06],[-1.8489e-06],[-5.814e-06],[-0.0366],[-0.0746],[0.0797],[-0.0352],[-0.0768],[-0.0804],[0.],[79.9307],[0.],[0.],[17.8665],[0.],[0.],[54.1503],[0.],[0.],[0.],[0.],0.4669260700389105
[-0.0541],[0.9248],[0.1328],[-0.3383],[-0.0038],[-0.3933],[0.006],[0.0711],[0.4806],[-0.0277],[-0.0357],[0.0577],[0.0313],[0.0522],[0.0425],[-0.0254],[-0.3991],[-0.0248],[-0.3583],[-0.0031],[-0.3942],[-0.1045],[0.0702],[0.3497],[-0.0303],[-0.0364],[0.0478],[0.0457],[0.0487],[0.0386],[-0.0221],[-0.4008],[0.0235],[0.12],[2.9362e-05],[-0.0004],[-6.4227e-05],[-1.0181e-06],[-4.6277e-06],[-6.0644e-06],[0.1099],[-9.9629e-06],[0.0004],[-6.0488e-05],[-4.5587e-06],[-1.8805e-06],[-6.1139e-06],[-0.0363],[-0.0749],[0.0798],[-0.036],[-0.0758],[-0.0801],[0.],[112.4164],[0.],[0.],[30.3702],[0.],[0.],[37.4116],[0.],[0.],[0.],[0.],0.500277932184547
[-0.0587],[0.9075],[0.1343],[-0.3477],[-0.0038],[-0.3933],[0.0068],[0.219],[0.3716],[-0.0277],[-0.0358],[0.0588],[0.0287],[0.0522],[0.0425],[-0.0253],[-0.3992],[-0.0247],[-0.3542],[-0.0029],[-0.3943],[-0.1353],[0.2338],[0.3865],[-0.0309],[-0.0367],[0.0461],[0.047],[0.0462],[0.0437],[-0.022],[-0.401],[0.0234],[0.12],[2.9601e-05],[-0.0004],[-6.5175e-05],[-1.0179e-06],[-4.7348e-06],[-6.1818e-06],[0.1099],[-9.7448e-06],[0.0004],[-6.1412e-05],[-4.5722e-06],[-1.9222e-06],[-6.2298e-06],[-0.036],[-0.0753],[0.0799],[-0.037],[-0.0746],[-0.0797],[0.],[62.0404],[0.],[0.],[20.3439],[0.],[0.],[49.7149],[0.],[0.],[0.],[0.],0.5336297943301834
[-0.0592],[0.9031],[0.1413],[-0.3537],[-0.0037],[-0.393],[-0.0026],[0.2684],[0.3808],[-0.0278],[-0.0358],[0.0594],[0.0268],[0.0517],[0.0426],[-0.0254],[-0.3992],[-0.0248],[-0.3536],[-0.0027],[-0.3944],[-0.1582],[0.2324],[0.4321],[-0.0314],[-0.0369],[0.0448],[0.048],[0.0436],[0.0497],[-0.0222],[-0.4011],[0.0234],[0.12],[3.0336e-05],[-0.0004],[-6.5507e-05],[-9.6604e-07],[-5.1767e-06],[-6.135e-06],[0.1099],[-9.1629e-06],[0.0004],[-6.1656e-05],[-4.489e-06],[-2.0952e-06],[-6.1822e-06],[-0.0364],[-0.0751],[0.0799],[-0.0372],[-0.0742],[-0.0796],[0.],[39.855],[0.],[8.6751],[0.],[0.],[19.1755],[55.8264],[0.],[0.],[0.],[0.],0.5669816564758199
[-0.0577],[0.9062],[0.1477],[-0.3515],[-0.0036],[-0.3932],[-0.0212],[0.2552],[0.3948],[-0.0281],[-0.036],[0.0585],[0.0273],[0.0509],[0.0435],[-0.0256],[-0.3993],[-0.0248],[-0.3542],[-0.0026],[-0.3944],[-0.1753],[0.2429],[0.4433],[-0.0318],[-0.0371],[0.0438],[0.0487],[0.043],[0.0488],[-0.0226],[-0.4012],[0.0235],[0.12],[3.0472e-05],[-0.0004],[-6.4769e-05],[-9.3376e-07],[-5.3309e-06],[-5.9933e-06],[0.1099],[-8.9802e-06],[0.0004],[-6.0894e-05],[-4.4165e-06],[-2.1553e-06],[-6.0413e-06],[-0.0373],[-0.0741],[0.0796],[-0.0364],[-0.0748],[-0.0798],[0.],[42.1256],[0.],[20.9641],[0.],[0.],[5.6025],[94.3029],[0.],[0.],[0.],[0.],0.6003335186214563
[-0.0562],[0.9076],[0.1491],[-0.3502],[-0.0035],[-0.3935],[-0.0293],[0.2482],[0.3796],[-0.0283],[-0.036],[0.0577],[0.0285],[0.0505],[0.0438],[-0.0256],[-0.3994],[-0.0248],[-0.3553],[-0.0025],[-0.3946],[-0.1797],[0.2453],[0.4719],[-0.032],[-0.0371],[0.0434],[0.0491],[0.0431],[0.0476],[-0.0233],[-0.4012],[0.0237],[0.12],[3.0537e-05],[-0.0004],[-6.3783e-05],[-9.0095e-07],[-5.4548e-06],[-5.8118e-06],[0.1099],[-8.8621e-06],[0.0004],[-5.9903e-05],[-4.3383e-06],[-2.2038e-06],[-5.8611e-06],[-0.0371],[-0.0741],[0.0796],[-0.0355],[-0.0758],[-0.0801],[0.],[43.9029],[0.],[0.],[0.],[0.],[12.4065],[94.6184],[0.],[0.],[0.],[0.],0.6336853807670928
[-0.0548],[0.9063],[0.1457],[-0.3503],[-0.0036],[-0.3936],[-0.0258],[0.2514],[0.3479],[-0.0283],[-0.0359],[0.0571],[0.0303],[0.0509],[0.0431],[-0.025],[-0.3996],[-0.0246],[-0.3559],[-0.0025],[-0.3947],[-0.1761],[0.2527],[0.4971],[-0.0319],[-0.0371],[0.0437],[0.049],[0.0438],[0.0456],[-0.0237],[-0.4011],[0.0238],[0.12],[3.0703e-05],[-0.0004],[-6.3253e-05],[-8.7508e-07],[-5.5906e-06],[-5.697e-06],[0.1099],[-8.7321e-06],[0.0004],[-5.9357e-05],[-4.2842e-06],[-2.2569e-06],[-5.7469e-06],[-0.0368],[-0.0744],[0.0797],[-0.035],[-0.0764],[-0.0803],[0.],[53.5886],[0.],[34.22],[0.],[0.],[28.904],[108.663],[0.],[0.],[0.],[0.],0.6670372429127293
[-0.0519],[0.9058],[0.1411],[-0.3511],[-0.0036],[-0.3935],[-0.0218],[0.2529],[0.3977],[-0.0282],[-0.0358],[0.0562],[0.0324],[0.0513],[0.042],[-0.0239],[-0.4],[-0.0243],[-0.3564],[-0.0026],[-0.3948],[-0.1623],[0.2642],[0.4799],[-0.0319],[-0.0369],[0.0443],[0.0486],[0.045],[0.0432],[-0.024],[-0.401],[0.0239],[0.12],[3.0969e-05],[-0.0004],[-6.3264e-05],[-8.5553e-07],[-5.7446e-06],[-5.6555e-06],[0.1099],[-8.564e-06],[0.0004],[-5.9349e-05],[-4.2523e-06],[-2.317e-06],[-5.7055e-06],[-0.0366],[-0.0747],[0.0797],[-0.0355],[-0.0761],[-0.0802],[0.],[65.2745],[0.],[28.8064],[0.],[0.],[42.3236],[104.7205],[0.],[0.],[0.],[0.],0.7003891050583657
[-0.0476],[0.9048],[0.1365],[-0.352],[-0.0036],[-0.3934],[-0.0217],[0.2554],[0.4043],[-0.0283],[-0.0358],[0.0547],[0.0357],[0.0516],[0.0405],[-0.0231],[-0.4002],[-0.024],[-0.3568],[-0.003],[-0.3946],[-0.1057],[0.3117],[0.5464],[-0.0319],[-0.0363],[0.0473],[0.0467],[0.0482],[0.04],[-0.0238],[-0.4007],[0.024],[0.12],[3.1213e-05],[-0.0004],[-6.3334e-05],[-8.3773e-07],[-5.8869e-06],[-5.6211e-06],[0.1099],[-8.4032e-06],[0.0004],[-5.9403e-05],[-4.2233e-06],[-2.3726e-06],[-5.6712e-06],[-0.0365],[-0.0748],[0.0798],[-0.0357],[-0.0759],[-0.0801],[0.],[87.0761],[0.],[0.],[0.],[0.],[53.2511],[113.0153],[0.],[0.],[0.],[0.4055],0.7337409672040022
[-0.0415],[0.9033],[0.133],[-0.3523],[-0.0036],[-0.3935],[-0.0304],[0.2669],[0.3942],[-0.0286],[-0.0359],[0.0525],[0.0399],[0.0517],[0.039],[-0.023],[-0.4001],[-0.024],[-0.3567],[-0.0035],[-0.3943],[-0.03],[0.3038],[0.5831],[-0.0303],[-0.0354],[0.0516],[0.0428],[0.0524],[0.0365],[-0.0234],[-0.4001],[0.024],[0.12],[3.1591e-05],[-0.0004],[-6.4171e-05],[-8.3227e-07],[-6.0346e-06],[-5.6927e-06],[0.1099],[-8.2389e-06],[0.0004],[-6.0218e-05],[-4.2341e-06],[-2.4302e-06],[-5.742e-06],[-0.0369],[-0.0744],[0.0797],[-0.035],[-0.0764],[-0.0803],[0.],[72.4453],[0.],[179.9776],[0.],[0.],[31.7597],[106.1619],[0.],[0.],[0.],[0.],0.7670928293496386
[-0.0335],[0.9019],[0.1304],[-0.349],[-0.0034],[-0.3939],[-0.0532],[0.2949],[0.4072],[-0.0289],[-0.036],[0.0506],[0.0428],[0.0511],[0.0376],[-0.0235],[-0.4001],[-0.0241],[-0.3597],[-0.0037],[-0.3938],[-0.0232],[0.2568],[0.4383],[-0.0279],[-0.0353],[0.0521],[0.0419],[0.0525],[0.0372],[-0.0224],[-0.4003],[0.0238],[0.12],[3.1622e-05],[-0.0004],[-6.2968e-05],[-7.8916e-07],[-6.1971e-06],[-5.4807e-06],[0.1099],[-8.009e-06],[0.0004],[-5.9001e-05],[-4.127e-06],[-2.4938e-06],[-5.531e-06],[-0.0371],[-0.0742],[0.0796],[-0.0341],[-0.0773],[-0.0805],[0.],[18.5994],[0.],[80.4623],[0.],[0.],[0.],[235.3865],[0.],[0.],[0.],[0.],0.8004446914952752
[-0.028],[0.9057],[0.1151],[-0.3078],[-0.003],[-0.3944],[-0.1123],[0.325],[0.5155],[-0.0292],[-0.0365],[0.0477],[0.0451],[0.0489],[0.0363],[-0.0244],[-0.4004],[-0.0243],[-0.3643],[-0.0039],[-0.393],[0.0119],[0.1995],[0.3734],[-0.0277],[-0.0353],[0.0537],[0.04],[0.0538],[0.0376],[-0.0207],[-0.4002],[0.0233],[0.12],[3.1366e-05],[-0.0004],[-5.9543e-05],[-6.9378e-07],[-6.4709e-06],[-4.9817e-06],[0.1099],[-7.4919e-06],[0.0004],[-5.5586e-05],[-3.8678e-06],[-2.6011e-06],[-5.0343e-06],[-0.0374],[-0.0737],[0.0794],[-0.0332],[-0.0782],[-0.0808],[0.],[0.],[0.],[0.],[0.],[105.8156],[0.],[145.1152],[0.],[0.],[0.],[0.],0.8337965536409117
[-0.0196],[0.9194],[0.108],[-0.2681],[-0.0027],[-0.3947],[-0.162],[0.3606],[0.5884],[-0.0298],[-0.0369],[0.045],[0.0475],[0.0471],[0.0355],[-0.0252],[-0.4006],[-0.0245],[-0.3624],[-0.004],[-0.3926],[0.0232],[0.0672],[0.4018],[-0.0276],[-0.0354],[0.0543],[0.0387],[0.0542],[0.0368],[-0.0207],[-0.3997],[0.0234],[0.1199],[3.1837e-05],[-0.0004],[-6.1346e-05],[-6.8182e-07],[-6.7492e-06],[-5.2148e-06],[0.1098],[-6.8657e-06],[0.0004],[-5.7333e-05],[-3.8643e-06],[-2.7097e-06],[-5.2639e-06],[-0.0373],[-0.0736],[0.0793],[-0.0326],[-0.0788],[-0.081],[0.],[0.],[0.],[0.],[0.],[79.2317],[0.],[182.9029],[3.3921],[0.],[0.9337],[0.],0.8671484157865481
[-0.0062],[0.941],[0.1146],[-0.2873],[-0.0032],[-0.3944],[-0.0871],[0.351],[0.6153],[-0.0301],[-0.0361],[0.0483],[0.0459],[0.05],[0.0354],[-0.0251],[-0.4001],[-0.0245],[-0.3646],[-0.004],[-0.3925],[0.0163],[-0.109],[0.4216],[-0.0276],[-0.0356],[0.054],[0.0389],[0.0539],[0.0368],[-0.0208],[-0.3996],[0.0234],[0.1199],[3.2418e-05],[-0.0004],[-6.335e-05],[-6.8131e-07],[-6.9825e-06],[-5.4414e-06],[0.1098],[-6.4764e-06],[0.0004],[-5.9282e-05],[-3.8992e-06],[-2.8008e-06],[-5.4879e-06],[-0.0376],[-0.0735],[0.0793],[-0.0322],[-0.0792],[-0.0811],[0.],[0.],[0.],[0.],[0.],[12.3432],[0.],[276.565],[0.],[0.],[0.9362],[0.],0.9005002779321846
[0.0106],[0.9622],[0.1307],[-0.3555],[-0.0041],[-0.3941],[0.05],[0.2686],[0.6202],[-0.0295],[-0.0348],[0.0556],[0.0383],[0.0566],[0.033],[-0.0243],[-0.3992],[-0.0244],[-0.365],[-0.0037],[-0.393],[-0.0172],[-0.2724],[0.5527],[-0.0283],[-0.0358],[0.0525],[0.0403],[0.0525],[0.037],[-0.0218],[-0.3997],[0.0237],[0.1199],[3.2482e-05],[-0.0004],[-6.376e-05],[-6.8119e-07],[-7.0413e-06],[-5.5365e-06],[0.1098],[-6.2692e-06],[0.0004],[-5.968e-05],[-3.9009e-06],[-2.8234e-06],[-5.5816e-06],[-0.0382],[-0.0733],[0.0793],[-0.0328],[-0.0788],[-0.081],[0.],[0.],[0.],[0.],[16.0018],[0.],[125.3127],[163.7138],[0.],[0.],[1.1162],[0.3902],0.933852140077821
