joint_data_pelvis_tx,joint_data_pelvis_ty,joint_data_pelvis_tilt,joint_data_hip_flexion_r,joint_data_knee_r_translation1,joint_data_knee_r_translation2,joint_data_knee_angle_r,joint_data_ankle_angle_r,joint_data_mtp_angle_r,joint_data_hamstrings_r_semimem_r-P2_x,joint_data_hamstrings_r_semimem_r-P2_y,joint_data_rect_fem_r_rect_fem_r-P3_x,joint_data_rect_fem_r_rect_fem_r-P3_y,joint_data_vasti_r_vas_int_r-P4_x,joint_data_vasti_r_vas_int_r-P4_y,joint_data_gastroc_r_med_gas_r-P2_x,joint_data_gastroc_r_med_gas_r-P2_y,joint_data_gastroc_r_med_gas_r-P2_z,joint_data_hip_flexion_l,joint_data_knee_l_translation1,joint_data_knee_l_translation2,joint_data_knee_angle_l,joint_data_ankle_angle_l,joint_data_mtp_angle_l,joint_data_hamstrings_l_semimem_l-P2_x,joint_data_hamstrings_l_semimem_l-P2_y,joint_data_rect_fem_l_rect_fem_l-P3_x,joint_data_rect_fem_l_rect_fem_l-P3_y,joint_data_vasti_l_vas_int_l-P4_x,joint_data_vasti_l_vas_int_l-P4_y,joint_data_gastroc_l_med_gas_l-P2_x,joint_data_gastroc_l_med_gas_l-P2_y,joint_data_gastroc_l_med_gas_l-P2_z,joint_data_r_shoulder_abd,joint_data_r_shoulder_rot,joint_data_r_shoulder_flex,joint_data_r_elbow_flex,joint_data_r_wrist_rot,joint_data_r_wrist_flex,joint_data_r_wrist_dev,joint_data_l_shoulder_abd,joint_data_l_shoulder_rot,joint_data_l_shoulder_flex,joint_data_l_elbow_flex,joint_data_l_wrist_rot,joint_data_l_wrist_flex,joint_data_l_wrist_dev,joint_data_iliopsoas_r_psoas_r-P3_x,joint_data_iliopsoas_r_psoas_r-P3_y,joint_data_iliopsoas_r_psoas_r-P3_z,joint_data_iliopsoas_l_psoas_l-P3_x,joint_data_iliopsoas_l_psoas_l-P3_y,joint_data_iliopsoas_l_psoas_l-P3_z,sensor_data_r_foot,sensor_data_r_toes,sensor_data_l_foot,sensor_data_l_toes,sensor_data_r_knee_sensor,sensor_data_l_knee_sensor,sensor_data_r_hip_sensor,sensor_data_l_hip_sensor,sensor_data_r_ankle_sensor,sensor_data_l_ankle_sensor,sensor_data_r_mtp_sensor,sensor_data_l_mtp_sensor,time
[7.8166],[0.9597],[0.1584],[-0.362],[-0.0039],[-0.3942],[0.0216],[0.3663],[0.616],[-0.0294],[-0.035],[0.0542],[0.0404],[0.0551],[0.0341],[-0.0243],[-0.3995],[-0.0244],[-0.3641],[-0.004],[-0.3923],[0.0167],[-0.2309],[0.4756],[-0.0276],[-0.0356],[0.0541],[0.0386],[0.0535],[0.0384],[-0.0209],[-0.3995],[0.0235],[0.1192],[6.4074e-05],[-0.0002],[0.0002],[1.486e-05],[-8.2659e-05],[4.5118e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.383e-05],[-3.2662e-05],[4.506e-05],[-0.0382],[-0.073],[0.0793],[-0.0319],[-0.0794],[-0.0812],[0.],[0.],[0.],[0.],[34.1234],[46.077],[52.1575],[202.1463],[4.7304],[0.],[0.9603],[0.],17.776542523624236
[7.8353],[0.9831],[0.1679],[-0.3593],[-0.0039],[-0.3943],[0.0208],[0.2223],[0.6277],[-0.0296],[-0.0353],[0.0543],[0.04],[0.055],[0.0342],[-0.0247],[-0.3993],[-0.0246],[-0.363],[-0.0038],[-0.3929],[-0.001],[-0.4197],[0.5762],[-0.0281],[-0.0357],[0.0533],[0.0394],[0.053],[0.0377],[-0.022],[-0.3996],[0.0237],[0.1192],[6.4218e-05],[-0.0002],[0.0002],[1.4847e-05],[-8.2689e-05],[4.4961e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.379e-05],[-3.2674e-05],[4.4904e-05],[-0.038],[-0.073],[0.0793],[-0.0323],[-0.0792],[-0.0811],[0.],[0.],[0.],[0.],[18.9624],[0.],[100.2076],[176.8373],[0.],[0.],[1.],[0.9652],17.809894385769873
[7.8547],[0.9961],[0.1808],[-0.3568],[-0.0038],[-0.3944],[0.0104],[-0.0006],[0.6467],[-0.0303],[-0.0355],[0.0537],[0.0408],[0.0548],[0.0332],[-0.0252],[-0.3992],[-0.0247],[-0.3621],[-0.0035],[-0.3937],[-0.0455],[-0.4813],[0.6294],[-0.029],[-0.0361],[0.0513],[0.0417],[0.0514],[0.0375],[-0.0234],[-0.3999],[0.024],[0.1192],[6.4229e-05],[-0.0002],[0.0002],[1.4846e-05],[-8.2687e-05],[4.495e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.3785e-05],[-3.2673e-05],[4.4893e-05],[-0.038],[-0.0729],[0.0792],[-0.0334],[-0.0783],[-0.0808],[0.],[0.],[0.],[0.],[21.5142],[0.],[82.7659],[181.1308],[0.],[0.],[1.6431],[1.2487],17.84324624791551
[7.8738],[0.9977],[0.192],[-0.3556],[-0.0038],[-0.3945],[0.007],[-0.1854],[0.6758],[-0.0309],[-0.0355],[0.0535],[0.041],[0.0551],[0.0316],[-0.0252],[-0.3992],[-0.0247],[-0.3618],[-0.0033],[-0.3942],[-0.0837],[-0.2283],[0.622],[-0.03],[-0.0363],[0.049],[0.0445],[0.0499],[0.0376],[-0.0238],[-0.4003],[0.0241],[0.1192],[6.4146e-05],[-0.0002],[0.0002],[1.4854e-05],[-8.2682e-05],[4.5038e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.3813e-05],[-3.267e-05],[4.4981e-05],[-0.0375],[-0.0734],[0.0794],[-0.0351],[-0.0767],[-0.0803],[0.],[0.],[0.],[0.],[24.4945],[0.],[86.5662],[178.0622],[0.],[0.],[1.7646],[1.0494],17.876598110061146
[7.8916],[0.9879],[0.1978],[-0.3549],[-0.0038],[-0.3945],[0.0071],[-0.3366],[0.6906],[-0.0312],[-0.0355],[0.0535],[0.041],[0.0551],[0.0318],[-0.0246],[-0.3995],[-0.0245],[-0.3614],[-0.0034],[-0.3943],[-0.0554],[0.1181],[0.6111],[-0.0308],[-0.036],[0.0501],[0.0442],[0.0504],[0.0404],[-0.0235],[-0.4003],[0.024],[0.1192],[6.397e-05],[-0.0002],[0.0002],[1.4874e-05],[-8.2678e-05],[4.5221e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.3874e-05],[-3.2669e-05],[4.5162e-05],[-0.0368],[-0.0743],[0.0796],[-0.0355],[-0.0762],[-0.0802],[0.],[0.],[0.],[0.],[30.4211],[0.],[77.1428],[147.0472],[0.],[0.],[1.592],[0.8771],17.909949972206782
[7.9074],[0.968],[0.1953],[-0.3546],[-0.0036],[-0.3945],[-0.0346],[-0.2492],[0.6676],[-0.0312],[-0.0358],[0.0516],[0.0425],[0.0529],[0.0336],[-0.0245],[-0.3999],[-0.0244],[-0.3499],[-0.004],[-0.3941],[0.0312],[0.3597],[0.6038],[-0.0314],[-0.0352],[0.0547],[0.0397],[0.0537],[0.0412],[-0.0228],[-0.3998],[0.0239],[0.1192],[6.3773e-05],[-0.0002],[0.0002],[1.491e-05],[-8.2724e-05],[4.5479e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.3975e-05],[-3.2687e-05],[4.5419e-05],[-0.0362],[-0.075],[0.0799],[-0.0347],[-0.0768],[-0.0804],[0.],[0.],[0.],[0.],[0.],[64.9907],[94.3508],[0.],[0.],[4.1798],[0.8795],[1.0988],17.943301834352418
[7.9229],[0.9419],[0.1907],[-0.3547],[-0.0031],[-0.3947],[-0.1135],[0.0165],[0.6142],[-0.0313],[-0.0366],[0.0475],[0.046],[0.0491],[0.0356],[-0.0247],[-0.4004],[-0.0244],[-0.3251],[-0.0039],[-0.3942],[0.0264],[0.0375],[0.6112],[-0.0296],[-0.0351],[0.0546],[0.0395],[0.0533],[0.0419],[-0.0231],[-0.3996],[0.0241],[0.1192],[6.3971e-05],[-0.0002],[0.0002],[1.4907e-05],[-8.2786e-05],[4.5415e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.3957e-05],[-3.2712e-05],[4.5354e-05],[-0.0368],[-0.0745],[0.0797],[-0.0335],[-0.0777],[-0.0807],[0.],[110.798],[0.],[0.],[0.],[60.7656],[63.6814],[0.],[0.],[0.],[0.],[0.4498],17.976653696498055
[7.9421],[0.9198],[0.1983],[-0.3524],[-0.0024],[-0.3952],[-0.2104],[0.217],[0.4936],[-0.0313],[-0.0374],[0.0422],[0.0499],[0.045],[0.0365],[-0.0254],[-0.401],[-0.0245],[-0.3613],[-0.004],[-0.3933],[0.0263],[0.0286],[0.4824],[-0.0276],[-0.0352],[0.0549],[0.0385],[0.0533],[0.0411],[-0.0193],[-0.4004],[0.023],[0.1192],[6.448e-05],[-0.0002],[0.0002],[1.4959e-05],[-8.3206e-05],[4.5414e-05],[0.1078],[0.0001],[0.0002],[0.0002],[3.4055e-05],[-3.288e-05],[4.5356e-05],[-0.0366],[-0.0747],[0.0798],[-0.0328],[-0.0786],[-0.0809],[0.],[64.2011],[0.],[707.9343],[0.],[54.3424],[0.],[342.6093],[0.],[0.],[0.],[0.],18.01000555864369
[7.9565],[0.92],[0.1904],[-0.3301],[-0.0022],[-0.3953],[-0.2264],[0.2877],[0.5779],[-0.0311],[-0.0374],[0.0405],[0.0512],[0.0441],[0.036],[-0.026],[-0.4009],[-0.0246],[-0.3709],[-0.0041],[-0.3925],[0.0214],[0.0875],[0.3929],[-0.0279],[-0.0355],[0.0542],[0.0386],[0.0532],[0.0403],[-0.0205],[-0.3998],[0.0234],[0.1192],[6.4004e-05],[-0.0002],[0.0002],[1.5107e-05],[-8.3587e-05],[4.6262e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4461e-05],[-3.3032e-05],[4.62e-05],[-0.0365],[-0.0748],[0.0798],[-0.0324],[-0.0791],[-0.0811],[0.],[0.],[0.],[24.2394],[0.],[79.6027],[0.],[204.4917],[0.],[0.],[0.782],[0.],18.043357420789327
[7.97],[0.9329],[0.1799],[-0.3264],[-0.0028],[-0.3947],[-0.1383],[0.3407],[0.6129],[-0.0295],[-0.0361],[0.0457],[0.0477],[0.0476],[0.036],[-0.0257],[-0.4004],[-0.0246],[-0.3672],[-0.004],[-0.3925],[0.0193],[0.0034],[0.3679],[-0.0277],[-0.0355],[0.0541],[0.0388],[0.0533],[0.0398],[-0.0205],[-0.3996],[0.0234],[0.1192],[6.4341e-05],[-0.0002],[0.0002],[1.514e-05],[-8.388e-05],[4.6226e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4527e-05],[-3.3149e-05],[4.6166e-05],[-0.0378],[-0.0736],[0.0794],[-0.032],[-0.0794],[-0.0812],[0.],[0.],[0.],[0.],[0.],[60.7313],[0.],[227.3591],[0.],[0.],[0.8896],[0.],18.076709282934964
[7.9859],[0.9535],[0.1793],[-0.3592],[-0.0037],[-0.394],[-0.003],[0.3578],[0.6193],[-0.0293],[-0.0351],[0.0528],[0.042],[0.0537],[0.0353],[-0.0248],[-0.3996],[-0.0245],[-0.3665],[-0.004],[-0.3926],[0.0132],[-0.1563],[0.3863],[-0.0277],[-0.0356],[0.0539],[0.039],[0.0532],[0.0391],[-0.0211],[-0.3995],[0.0235],[0.1192],[6.456e-05],[-0.0002],[0.0002],[1.5166e-05],[-8.409e-05],[4.6209e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4579e-05],[-3.3232e-05],[4.6149e-05],[-0.0382],[-0.0732],[0.0793],[-0.0318],[-0.0796],[-0.0812],[0.],[0.],[0.],[0.],[0.],[48.6667],[106.9031],[178.9129],[1.3749],[0.],[0.9003],[0.],18.1100611450806
[8.0023],[0.9717],[0.1832],[-0.3602],[-0.0039],[-0.3941],[0.0214],[0.1944],[0.6228],[-0.0289],[-0.0352],[0.0543],[0.0396],[0.0549],[0.0351],[-0.0249],[-0.3993],[-0.0246],[-0.3639],[-0.0037],[-0.3931],[-0.0071],[-0.2823],[0.4951],[-0.0283],[-0.0357],[0.053],[0.0398],[0.0526],[0.0385],[-0.022],[-0.3996],[0.0237],[0.1192],[6.4668e-05],[-0.0002],[0.0002],[1.5155e-05],[-8.4115e-05],[4.6059e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4544e-05],[-3.3242e-05],[4.6001e-05],[-0.038],[-0.0731],[0.0793],[-0.0319],[-0.0794],[-0.0812],[0.],[0.],[0.],[0.],[20.1752],[0.],[93.1902],[180.3389],[0.],[0.],[0.9894],[0.],18.143413007226236
[8.0194],[0.9794],[0.1906],[-0.3569],[-0.0038],[-0.3943],[0.0111],[0.0366],[0.6399],[-0.0296],[-0.0355],[0.0537],[0.0406],[0.0546],[0.0342],[-0.0251],[-0.3992],[-0.0247],[-0.3625],[-0.0035],[-0.3937],[-0.044],[-0.308],[0.584],[-0.0291],[-0.036],[0.0512],[0.042],[0.0513],[0.0382],[-0.0231],[-0.3999],[0.024],[0.1192],[6.4671e-05],[-0.0002],[0.0002],[1.5154e-05],[-8.4112e-05],[4.6059e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4542e-05],[-3.3241e-05],[4.6001e-05],[-0.0379],[-0.0731],[0.0793],[-0.0331],[-0.0785],[-0.0809],[0.],[0.],[0.],[0.],[18.8598],[0.],[80.4202],[180.7557],[0.],[0.],[1.6044],[0.826],18.176764869371873
[8.0362],[0.9758],[0.1962],[-0.3556],[-0.0038],[-0.3943],[0.0066],[-0.1476],[0.6746],[-0.0299],[-0.0355],[0.0535],[0.0408],[0.0548],[0.0327],[-0.0242],[-0.3996],[-0.0244],[-0.3621],[-0.0034],[-0.3941],[-0.0639],[-0.0658],[0.593],[-0.03],[-0.0361],[0.05],[0.0439],[0.0506],[0.0381],[-0.0234],[-0.4002],[0.024],[0.1192],[6.4597e-05],[-0.0002],[0.0002],[1.5162e-05],[-8.4107e-05],[4.6139e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4568e-05],[-3.3239e-05],[4.608e-05],[-0.0373],[-0.0736],[0.0795],[-0.0343],[-0.0775],[-0.0806],[0.],[0.],[0.],[0.],[18.1015],[0.],[93.4815],[181.1502],[0.],[0.],[1.7805],[0.7927],18.21011673151751
[8.0515],[0.9612],[0.1956],[-0.3548],[-0.0038],[-0.3944],[-0.0084],[-0.2168],[0.6802],[-0.03],[-0.0356],[0.0529],[0.0412],[0.0542],[0.0326],[-0.0238],[-0.3999],[-0.0242],[-0.361],[-0.0037],[-0.3941],[-0.0114],[0.2151],[0.5961],[-0.0308],[-0.0356],[0.0524],[0.0424],[0.0523],[0.0404],[-0.0231],[-0.4],[0.0239],[0.1192],[6.4359e-05],[-0.0002],[0.0002],[1.5197e-05],[-8.4127e-05],[4.6442e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4672e-05],[-3.3247e-05],[4.6381e-05],[-0.0367],[-0.0744],[0.0797],[-0.0345],[-0.0772],[-0.0805],[0.],[57.9999],[0.],[0.],[0.],[0.],[104.3516],[107.0132],[0.],[0.],[0.],[0.8082],18.243468593663145
[8.0652],[0.9395],[0.1879],[-0.3552],[-0.0035],[-0.3944],[-0.0634],[0.0005],[0.5662],[-0.0303],[-0.0361],[0.0502],[0.0437],[0.0518],[0.0334],[-0.0236],[-0.4003],[-0.0241],[-0.3466],[-0.004],[-0.3942],[0.0319],[0.1041],[0.6137],[-0.0311],[-0.0352],[0.0549],[0.039],[0.0536],[0.0413],[-0.0228],[-0.3997],[0.024],[0.1192],[6.447e-05],[-0.0002],[0.0002],[1.5204e-05],[-8.42e-05],[4.6419e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4681e-05],[-3.3276e-05],[4.6359e-05],[-0.0371],[-0.0742],[0.0796],[-0.0339],[-0.0776],[-0.0806],[0.],[122.9971],[0.],[0.],[0.],[78.1106],[73.1994],[0.],[0.],[0.],[0.],[0.6401],18.27682045580878
[8.0806],[0.9158],[0.1856],[-0.3517],[-0.0029],[-0.3947],[-0.1379],[0.2339],[0.4244],[-0.0308],[-0.0367],[0.0461],[0.0472],[0.0486],[0.0336],[-0.0242],[-0.4007],[-0.0242],[-0.3602],[-0.004],[-0.3936],[0.0206],[0.0754],[0.4681],[-0.0271],[-0.0351],[0.055],[0.0383],[0.0532],[0.0413],[-0.0205],[-0.4002],[0.0233],[0.1192],[6.4442e-05],[-0.0002],[0.0002],[1.5269e-05],[-8.4435e-05],[4.6739e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.4848e-05],[-3.337e-05],[4.6677e-05],[-0.0372],[-0.0741],[0.0796],[-0.0331],[-0.0784],[-0.0809],[0.],[119.919],[0.],[94.9703],[0.],[61.1413],[0.],[261.4972],[0.],[0.],[0.],[0.],18.310172317954418
[8.0928],[0.9109],[0.1707],[-0.3318],[-0.0025],[-0.3951],[-0.1739],[0.3002],[0.4539],[-0.0302],[-0.0367],[0.0439],[0.0489],[0.047],[0.0335],[-0.025],[-0.4008],[-0.0244],[-0.3647],[-0.004],[-0.3926],[0.0207],[0.1579],[0.3238],[-0.0278],[-0.0353],[0.0543],[0.0388],[0.0533],[0.0403],[-0.0205],[-0.3998],[0.0234],[0.1192],[6.4461e-05],[-0.0002],[0.0002],[1.5382e-05],[-8.49e-05],[4.7198e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5135e-05],[-3.3556e-05],[4.7135e-05],[-0.0372],[-0.074],[0.0795],[-0.0325],[-0.0789],[-0.081],[0.],[0.],[0.],[34.0078],[0.],[111.2922],[0.],[180.4685],[0.],[0.],[0.],[0.],18.343524180100054
[8.1055],[0.9236],[0.1592],[-0.3115],[-0.0026],[-0.3949],[-0.1654],[0.3565],[0.5625],[-0.0302],[-0.0367],[0.0443],[0.0486],[0.0471],[0.0342],[-0.0254],[-0.4006],[-0.0245],[-0.3629],[-0.004],[-0.3924],[0.025],[0.0671],[0.3066],[-0.0276],[-0.0354],[0.0544],[0.0385],[0.0536],[0.0392],[-0.0204],[-0.3995],[0.0234],[0.1192],[6.4744e-05],[-0.0002],[0.0002],[1.5429e-05],[-8.524e-05],[4.7204e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5238e-05],[-3.3691e-05],[4.7143e-05],[-0.0376],[-0.0735],[0.0794],[-0.0321],[-0.0793],[-0.0811],[0.],[0.],[0.],[0.],[0.],[99.7835],[0.],[168.6499],[3.3734],[0.],[0.7959],[0.],18.37687604224569
[8.1221],[0.9466],[0.1612],[-0.3481],[-0.0036],[-0.3943],[-0.0285],[0.3628],[0.6048],[-0.0299],[-0.0354],[0.0513],[0.044],[0.0526],[0.0351],[-0.0248],[-0.3998],[-0.0245],[-0.3647],[-0.004],[-0.3924],[0.0181],[-0.1138],[0.3273],[-0.0276],[-0.0356],[0.0541],[0.0387],[0.0535],[0.0385],[-0.0208],[-0.3995],[0.0234],[0.1192],[6.5421e-05],[-0.0002],[0.0002],[1.5419e-05],[-8.5482e-05],[4.6884e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5171e-05],[-3.3787e-05],[4.6826e-05],[-0.038],[-0.0733],[0.0793],[-0.0318],[-0.0795],[-0.0812],[0.],[0.],[0.],[0.],[0.],[9.5057],[0.],[287.3691],[0.7157],[0.],[0.7739],[0.],18.410227904391327
[8.1393],[0.9688],[0.167],[-0.3668],[-0.004],[-0.3941],[0.0345],[0.36],[0.6103],[-0.029],[-0.035],[0.0549],[0.0388],[0.0554],[0.0351],[-0.0244],[-0.3993],[-0.0245],[-0.3637],[-0.0038],[-0.3929],[0.0023],[-0.2858],[0.4691],[-0.0281],[-0.0357],[0.0534],[0.0394],[0.053],[0.038],[-0.0217],[-0.3995],[0.0237],[0.1192],[6.5127e-05],[-0.0002],[0.0002],[1.5449e-05],[-8.5522e-05],[4.7046e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5269e-05],[-3.3803e-05],[4.6987e-05],[-0.0381],[-0.073],[0.0793],[-0.0328],[-0.0788],[-0.081],[0.],[0.],[0.],[0.],[24.7411],[0.],[89.5007],[179.3178],[1.9262],[0.],[0.8949],[0.],18.443579766536963
[8.1566],[0.9815],[0.175],[-0.3599],[-0.0039],[-0.3943],[0.0173],[0.1903],[0.626],[-0.0297],[-0.0354],[0.0541],[0.0401],[0.0547],[0.0348],[-0.0248],[-0.3993],[-0.0246],[-0.3623],[-0.0036],[-0.3936],[-0.0307],[-0.3628],[0.5889],[-0.0288],[-0.0359],[0.0521],[0.0409],[0.052],[0.0374],[-0.023],[-0.3998],[0.0239],[0.1192],[6.5188e-05],[-0.0002],[0.0002],[1.5443e-05],[-8.5525e-05],[4.6988e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5249e-05],[-3.3804e-05],[4.693e-05],[-0.0379],[-0.0731],[0.0793],[-0.0333],[-0.0783],[-0.0808],[0.],[0.],[0.],[0.],[19.4782],[0.],[89.4026],[180.8729],[0.],[0.],[1.2344],[0.8284],18.4769316286826
[8.1739],[0.983],[0.1829],[-0.3568],[-0.0038],[-0.3944],[0.0086],[0.0455],[0.6498],[-0.0302],[-0.0355],[0.0536],[0.0408],[0.0548],[0.0332],[-0.0247],[-0.3994],[-0.0246],[-0.3618],[-0.0034],[-0.3941],[-0.0674],[-0.2031],[0.6141],[-0.0296],[-0.0362],[0.05],[0.0435],[0.0508],[0.0367],[-0.0235],[-0.4002],[0.024],[0.1192],[6.5145e-05],[-0.0002],[0.0002],[1.5447e-05],[-8.552e-05],[4.7036e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5263e-05],[-3.3802e-05],[4.6978e-05],[-0.0376],[-0.0733],[0.0794],[-0.0344],[-0.0774],[-0.0805],[0.],[0.],[0.],[0.],[20.5817],[0.],[88.1833],[175.5445],[0.],[0.],[1.5981],[1.0395],18.510283490828236
[8.1905],[0.9731],[0.1876],[-0.3558],[-0.0038],[-0.3944],[0.0057],[-0.1151],[0.6767],[-0.0297],[-0.0354],[0.0536],[0.0407],[0.0551],[0.0316],[-0.0236],[-0.3998],[-0.0242],[-0.3616],[-0.0034],[-0.3943],[-0.0614],[0.1038],[0.6127],[-0.0305],[-0.0361],[0.0499],[0.0442],[0.0508],[0.0376],[-0.0235],[-0.4003],[0.024],[0.1192],[6.5033e-05],[-0.0002],[0.0002],[1.546e-05],[-8.5517e-05],[4.7156e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5303e-05],[-3.3801e-05],[4.7097e-05],[-0.0369],[-0.0741],[0.0796],[-0.0351],[-0.0766],[-0.0803],[0.],[0.],[0.],[0.],[15.2366],[0.],[96.3943],[166.6401],[0.],[0.],[1.665],[0.8882],18.543635352973872
[8.2055],[0.9523],[0.1855],[-0.3543],[-0.0037],[-0.3943],[-0.0122],[-0.1522],[0.6646],[-0.0297],[-0.0356],[0.0527],[0.0413],[0.0543],[0.0317],[-0.0233],[-0.4],[-0.0241],[-0.3583],[-0.0039],[-0.3941],[0.0221],[0.356],[0.6097],[-0.0312],[-0.0353],[0.0541],[0.0407],[0.0535],[0.041],[-0.0229],[-0.3998],[0.0239],[0.1192],[6.4873e-05],[-0.0002],[0.0002],[1.5484e-05],[-8.5536e-05],[4.7341e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5372e-05],[-3.3808e-05],[4.7281e-05],[-0.0363],[-0.0749],[0.0798],[-0.0348],[-0.0768],[-0.0804],[0.],[86.6021],[0.],[0.],[0.],[73.3074],[88.6821],[0.],[0.],[5.524],[0.],[1.1625],18.57698721511951
[8.2211],[0.9249],[0.1848],[-0.3541],[-0.0033],[-0.3945],[-0.0941],[0.13],[0.5068],[-0.0303],[-0.0364],[0.0487],[0.0449],[0.0505],[0.0331],[-0.0234],[-0.4006],[-0.024],[-0.3464],[-0.004],[-0.3942],[0.0283],[0.0602],[0.5969],[-0.0307],[-0.0352],[0.0548],[0.0392],[0.0534],[0.0419],[-0.0231],[-0.3996],[0.0241],[0.1192],[6.5206e-05],[-0.0002],[0.0002],[1.5471e-05],[-8.5618e-05],[4.7168e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.532e-05],[-3.3841e-05],[4.7109e-05],[-0.037],[-0.0744],[0.0796],[-0.0338],[-0.0775],[-0.0806],[0.],[110.3928],[0.],[90.6615],[0.],[60.9188],[66.8951],[0.],[0.],[0.],[0.],[0.],18.61033907726515
[8.2376],[0.9119],[0.1825],[-0.3487],[-0.0027],[-0.3949],[-0.1572],[0.2769],[0.4306],[-0.031],[-0.0369],[0.0448],[0.0483],[0.0477],[0.0338],[-0.0242],[-0.4008],[-0.0241],[-0.3631],[-0.004],[-0.3931],[0.0194],[0.1243],[0.4133],[-0.0274],[-0.0351],[0.0546],[0.0386],[0.0531],[0.0413],[-0.0196],[-0.4003],[0.0231],[0.1192],[6.531e-05],[-0.0002],[0.0002],[1.5615e-05],[-8.6181e-05],[4.7855e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5676e-05],[-3.4066e-05],[4.7793e-05],[-0.0369],[-0.0744],[0.0797],[-0.0331],[-0.0784],[-0.0809],[0.],[11.8462],[0.],[57.2881],[0.],[87.0229],[0.],[228.8299],[0.],[0.],[0.],[0.],18.643690939410785
[8.2514],[0.9216],[0.1698],[-0.3305],[-0.0027],[-0.395],[-0.148],[0.3191],[0.5542],[-0.031],[-0.0366],[0.0451],[0.0482],[0.0479],[0.034],[-0.0248],[-0.4006],[-0.0243],[-0.3639],[-0.004],[-0.3924],[0.0231],[0.0734],[0.325],[-0.0276],[-0.0353],[0.0543],[0.0386],[0.0534],[0.0399],[-0.0204],[-0.3997],[0.0233],[0.1192],[6.533e-05],[-0.0002],[0.0002],[1.5703e-05],[-8.6566e-05],[4.8156e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5898e-05],[-3.422e-05],[4.8094e-05],[-0.0377],[-0.0735],[0.0794],[-0.0325],[-0.0789],[-0.081],[0.],[0.],[0.],[0.],[0.],[113.512],[0.],[160.0333],[0.],[0.],[0.4708],[0.],18.67704280155642
[8.2681],[0.9438],[0.1678],[-0.3556],[-0.0036],[-0.3943],[-0.0249],[0.3527],[0.6026],[-0.0293],[-0.0352],[0.0516],[0.0435],[0.0528],[0.0349],[-0.0243],[-0.3999],[-0.0243],[-0.3647],[-0.004],[-0.3923],[0.0192],[-0.0947],[0.3218],[-0.0276],[-0.0355],[0.0541],[0.0386],[0.0534],[0.039],[-0.0207],[-0.3995],[0.0234],[0.1192],[6.5869e-05],[-0.0002],[0.0002],[1.5707e-05],[-8.6824e-05],[4.7917e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5876e-05],[-3.4323e-05],[4.7858e-05],[-0.038],[-0.0732],[0.0793],[-0.0321],[-0.0793],[-0.0811],[0.],[0.],[0.],[0.],[0.],[62.8815],[126.5452],[169.0294],[2.5074],[0.],[0.894],[0.],18.710394663702058
[8.2856],[0.9682],[0.1716],[-0.3618],[-0.0039],[-0.3941],[0.0205],[0.3567],[0.6116],[-0.0289],[-0.0351],[0.0543],[0.0397],[0.0547],[0.0356],[-0.0242],[-0.3995],[-0.0244],[-0.3639],[-0.0038],[-0.3928],[0.0101],[-0.2743],[0.4283],[-0.028],[-0.0356],[0.0538],[0.039],[0.0532],[0.0384],[-0.0216],[-0.3995],[0.0236],[0.1192],[6.5833e-05],[-0.0002],[0.0002],[1.573e-05],[-8.6932e-05],[4.7956e-05],[0.1077],[0.0001],[0.0002],[0.0002],[3.5938e-05],[-3.4366e-05],[4.7898e-05],[-0.0381],[-0.0729],[0.0793],[-0.0323],[-0.0792],[-0.0811],[0.],[0.],[0.],[0.],[25.5451],[4.6398],[70.4434],[213.7261],[0.98],[0.],[0.8135],[0.],18.743746525847694
