num_timesteps,average_reward_per_episode,loss,value_loss,policy_gradient_loss,entropy_loss,std,clip_fraction,explained_variance,learning_rate,average_velocity_per_step,dense,done,end_effector_imitation_reward,foot_force_penalty,footstep_delta_time,forward_reward,joint_constraint_force_penalty,muscle_activation_diff_penalty,muscle_activation_penalty,muscle_activation_penalty_per_step,qpos_imitation_rewards,qvel_imitation_rewards,solved,sparse
147456.0,0.4653404679619787,-0.05282849445939064,0.026575079746544363,-0.02184605839041372,-34.00768216451009,0.9974413514137268,0.148681640625,0.11640828847885132,0.0001,-0.0006943602397254862,215.9178369315039,0.0,16.97760704841919,-20.351876159343774,0.003969105763319488,8.882680156111228,-3.1962486533461925,9.945324842558968,-8.229122301146583,-0.03347434825748426,56.09594142442441,1.4615516990143116,0.0,0.0
278528.0,0.5019824276864442,-0.05395297706127167,0.035405617641905945,-0.024084115930600093,-33.610612106323245,0.9797391891479492,0.13921915690104167,0.24871134757995605,0.0001,-0.0016577014378062922,221.56421208143053,0.0,16.920728694756693,-14.77573141368293,0.008408611035944936,10.02477195719882,-3.0561478503559267,10.019614550329507,-8.294343648984606,-0.07050544848584635,56.45365768210782,1.641661631073934,0.0,0.0
409600.0,0.5535536082282122,-0.04175470396876335,0.05328665245324373,-0.022006214379022518,-32.99195512135824,0.9556582570075989,0.135064697265625,0.2920931577682495,0.0001,-0.003374720987844656,227.62766109513595,0.0,16.89200426172776,-7.983433543339045,0.017444608997952433,10.891300264424155,-2.977699280647642,10.192974603320692,-8.338930023166176,-0.14984630228811577,56.84302012172246,1.8325939502959132,0.0,0.0
540672.0,0.5995965111495262,-0.026763416826725006,0.0670359461257855,-0.01867310159529249,-32.2912561416626,0.928939163684845,0.10718587239583334,0.34140169620513916,0.0001,-0.004782802031296537,231.86103809745654,0.0,16.92585868482197,-4.786600136863954,0.027529666989912722,11.440812796348323,-2.95087730471529,10.405965252542725,-8.428016832891496,-0.2393511321106468,57.33189593081219,1.9722137021228001,0.0,0.0
671744.0,0.6353506138850206,-0.021027322858572006,0.07366183325648308,-0.015467875237421443,-31.563616847991945,0.9020870327949524,0.07920125325520834,0.3581150770187378,0.0001,-0.005841829159242548,234.6095968975127,0.0,16.957610931531203,-3.4514720491719477,0.03499570873505637,11.693170001821573,-2.9544096400371833,10.596405910378401,-8.567037015736297,-0.30799982629395156,57.7780821199636,2.0591154029918095,0.0,0.0
802816.0,0.6631166515613584,-0.012446071952581406,0.08559905551373959,-0.016033829174314937,-30.800349108378093,0.8747484683990479,0.092816162109375,0.3944001793861389,0.0001,-0.006649095340742842,236.9062112966498,0.0,16.985718168968333,-2.72131093823897,0.04208201949911204,11.872736449362865,-2.8936133823418166,10.75652632601753,-8.66846446228183,-0.37390051942711483,58.194694336605835,2.119629599611844,0.0,0.0
933888.0,0.6856689793537639,-0.010504905134439468,0.0871318464477857,-0.015614325180649757,-30.10512777964274,0.8503689169883728,0.08746134440104167,0.42999476194381714,0.0001,-0.008149617335639703,238.82663573595892,0.0,17.04429213525076,-2.370947162968092,0.05101707727981997,12.005607717680933,-2.8800524688201596,10.889875643130171,-8.764189449568535,-0.4580347582215151,58.59309821965167,2.160902392584478,0.0,0.0
1064960.0,0.7057995691165383,-0.004654984921216965,0.10177208247284095,-0.014081630723861356,-29.465523719787598,0.8295440077781677,0.07763264973958334,0.4224884510040283,0.0001,-0.009317393158254514,239.97793678438032,0.0,17.05510220477702,-2.106082192097934,0.05850980857247429,12.070275418295887,-2.855871271987407,10.988223035622903,-8.848121818811288,-0.5269849900244991,58.82191445540608,2.197097236355973,0.0,0.0
1196032.0,0.7219906160703378,-0.0006160140037536621,0.09993041430910428,-0.013943423652866235,-28.72169195810954,0.8057547211647034,0.07975056966145834,0.4560384154319763,0.0001,-0.010553984540457965,239.69263038874004,0.0,16.993192826337452,-2.004444216732393,0.0637826825127334,12.128604271684326,-2.8189906919088696,11.0226806645806,-8.852957391317101,-0.5779532333621686,58.706434064849276,2.2131737370924065,0.0,0.0
1327104.0,0.7421931056107356,-0.0009664483368396759,0.10723767119149367,-0.01522477728043062,-28.053788725535075,0.785203754901886,0.08877360026041667,0.45781129598617554,0.0001,-0.010860709571400196,240.989528408008,0.0,17.021868930292992,-1.7248391918789356,0.06630912510957114,12.12437729055265,-2.7653533878410186,11.115211513976872,-8.886621415421365,-0.5996157879092932,58.983378149157595,2.234890309665619,0.0,0.0
