PPO  , SAC  , A2C
 1.57,  1.07,  1.13
 2.07,  1.10,  1.67
 2.63,  1.40,  2.23
 3.17,  1.43,  2.77
 3.73,  1.73,  3.33
 4.27,  1.80,  3.87
 4.83,  2.03,  4.43
 5.40,  2.10,  4.97
 5.93,  2.37,  5.53
 6.50,  2.40,  6.07
 7.07,  2.70,  6.63
 7.57,  2.73,  7.17
 8.17,  3.03,  7.73
 8.70,  3.07,  8.33
 9.27,  3.30,  8.87
 9.80,  3.40,  9.40
10.37,  3.67,  9.93
10.90,  3.73, 10.47
11.47,  4.00, 11.03
     ,  4.03,   
     ,  4.40
     ,  4.43
     ,  4.73
     ,  4.80
     ,  5.0
     ,  5.07
     ,  5.37
     ,  5.40
     ,  5.70
     ,  5.73
     ,  6.03
     ,  6.07
     ,  6.30
     ,  6.37
     ,  6.67
     ,  6.73
     ,  7.00
     ,  7.03
     ,  7.33
     ,  7.40
     ,  7.60
     ,  7.67
     ,  7.93
     ,  7.97
     ,  8.27
     ,  8.30
     ,  8.60
     ,  8.63
     ,  8.93
     ,  8.97
     ,  9.20
     ,  9.27
     ,  9.53
     ,  9.57
     ,  9.83
     ,  9.87
     , 10.17
     , 10.23
     , 10.43
     , 10.50
     , 10.73
     , 10.80
     , 11.10
     , 11.13
     , 11.43
     , 11.50
