joint_data_pelvis_tx,joint_data_pelvis_ty,joint_data_pelvis_tilt,joint_data_hip_flexion_r,joint_data_knee_r_translation1,joint_data_knee_r_translation2,joint_data_knee_angle_r,joint_data_ankle_angle_r,joint_data_mtp_angle_r,joint_data_hamstrings_r_semimem_r-P2_x,joint_data_hamstrings_r_semimem_r-P2_y,joint_data_rect_fem_r_rect_fem_r-P3_x,joint_data_rect_fem_r_rect_fem_r-P3_y,joint_data_vasti_r_vas_int_r-P4_x,joint_data_vasti_r_vas_int_r-P4_y,joint_data_gastroc_r_med_gas_r-P2_x,joint_data_gastroc_r_med_gas_r-P2_y,joint_data_gastroc_r_med_gas_r-P2_z,joint_data_hip_flexion_l,joint_data_knee_l_translation1,joint_data_knee_l_translation2,joint_data_knee_angle_l,joint_data_ankle_angle_l,joint_data_mtp_angle_l,joint_data_hamstrings_l_semimem_l-P2_x,joint_data_hamstrings_l_semimem_l-P2_y,joint_data_rect_fem_l_rect_fem_l-P3_x,joint_data_rect_fem_l_rect_fem_l-P3_y,joint_data_vasti_l_vas_int_l-P4_x,joint_data_vasti_l_vas_int_l-P4_y,joint_data_gastroc_l_med_gas_l-P2_x,joint_data_gastroc_l_med_gas_l-P2_y,joint_data_gastroc_l_med_gas_l-P2_z,joint_data_r_shoulder_abd,joint_data_r_shoulder_rot,joint_data_r_shoulder_flex,joint_data_r_elbow_flex,joint_data_r_wrist_rot,joint_data_r_wrist_flex,joint_data_r_wrist_dev,joint_data_l_shoulder_abd,joint_data_l_shoulder_rot,joint_data_l_shoulder_flex,joint_data_l_elbow_flex,joint_data_l_wrist_rot,joint_data_l_wrist_flex,joint_data_l_wrist_dev,joint_data_iliopsoas_r_psoas_r-P3_x,joint_data_iliopsoas_r_psoas_r-P3_y,joint_data_iliopsoas_r_psoas_r-P3_z,joint_data_iliopsoas_l_psoas_l-P3_x,joint_data_iliopsoas_l_psoas_l-P3_y,joint_data_iliopsoas_l_psoas_l-P3_z,sensor_data_r_foot,sensor_data_r_toes,sensor_data_l_foot,sensor_data_l_toes,sensor_data_r_knee_sensor,sensor_data_l_knee_sensor,sensor_data_r_hip_sensor,sensor_data_l_hip_sensor,sensor_data_r_ankle_sensor,sensor_data_l_ankle_sensor,sensor_data_r_mtp_sensor,sensor_data_l_mtp_sensor,time
[40.3886],[0.8798],[0.0791],[-0.3521],[-0.002],[-0.3934],[-0.2382],[0.3232],[0.3033],[-0.0297],[-0.0375],[0.0417],[0.0472],[0.0387],[0.053],[-0.0224],[-0.4014],[-0.0232],[0.2825],[-0.0038],[-0.3931],[0.0129],[-0.0865],[0.7096],[-0.0283],[-0.0353],[0.0547],[0.0378],[0.053],[0.04],[-0.0209],[-0.3995],[0.0235],[0.1185],[-2.5343e-05],[0.0018],[0.0009],[3.9723e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6249e-05],[0.0001],[-0.0381],[-0.0728],[0.0792],[-0.0326],[-0.0746],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[47.199],[0.],[0.],[0.],[0.],[1.8044],36.353529738743745
[40.4291],[0.8903],[0.0804],[-0.3525],[-0.0014],[-0.3938],[-0.312],[0.2025],[0.2488],[-0.03],[-0.0382],[0.0397],[0.0455],[0.034],[0.0556],[-0.0238],[-0.4019],[-0.0235],[0.2904],[-0.0031],[-0.3933],[-0.0973],[-0.0954],[0.7073],[-0.0288],[-0.0363],[0.0512],[0.0373],[0.0481],[0.0422],[-0.0219],[-0.4003],[0.0236],[0.1185],[-2.5162e-05],[0.0018],[0.0009],[3.9735e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6336e-05],[0.0001],[-0.0381],[-0.0728],[0.0792],[-0.0324],[-0.0744],[-0.0795],[0.],[34.8988],[0.],[0.],[0.],[0.],[61.2953],[0.],[0.],[0.],[0.],[1.4745],36.38688160088938
[40.4769],[0.9024],[0.1096],[-0.3535],[-0.0003],[-0.3952],[-0.4442],[0.0005],[0.5153],[-0.0305],[-0.0396],[0.0348],[0.0455],[0.0254],[0.0596],[-0.0258],[-0.4024],[-0.0238],[0.2499],[-0.0024],[-0.3935],[-0.198],[-0.0245],[0.6888],[-0.0299],[-0.0371],[0.0461],[0.0414],[0.0412],[0.0512],[-0.0231],[-0.4011],[0.0236],[0.1185],[-2.4134e-05],[0.0018],[0.0009],[3.9651e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6399e-05],[0.0001],[-0.0381],[-0.0727],[0.0792],[-0.0321],[-0.075],[-0.0797],[0.],[124.443],[0.],[0.],[0.],[0.],[65.304],[0.],[0.],[0.],[0.],[1.9273],36.42023346303502
[40.5303],[0.9113],[0.1601],[-0.3511],[0.0009],[-0.3971],[-0.6177],[-0.1968],[0.6189],[-0.0307],[-0.0417],[0.0285],[0.0454],[0.0144],[0.0616],[-0.0279],[-0.4029],[-0.024],[0.1236],[-0.0026],[-0.3937],[-0.1803],[-0.109],[0.522],[-0.0302],[-0.0368],[0.0446],[0.0458],[0.0424],[0.05],[-0.0239],[-0.401],[0.0238],[0.1185],[-2.4205e-05],[0.0018],[0.0009],[3.9665e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6416e-05],[0.0001],[-0.0381],[-0.0727],[0.0792],[-0.0344],[-0.0752],[-0.0795],[0.],[0.],[0.],[14.0945],[0.],[0.],[0.],[0.],[0.],[0.],[0.6201],[0.],36.453585325180654
[40.5724],[0.9162],[0.1793],[-0.2826],[0.0022],[-0.3994],[-0.7861],[-0.2799],[0.6333],[-0.0305],[-0.0436],[0.0246],[0.0423],[0.0062],[0.0592],[-0.0297],[-0.4029],[-0.0238],[0.0635],[-0.0023],[-0.394],[-0.2094],[-0.0182],[0.2147],[-0.0304],[-0.0371],[0.0428],[0.0479],[0.0405],[0.052],[-0.0241],[-0.4014],[0.0239],[0.1185],[-2.6649e-05],[0.0018],[0.0009],[3.9936e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6486e-05],[0.0001],[-0.0376],[-0.0729],[0.0792],[-0.0351],[-0.0751],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.212],[0.],36.48693718732629
[40.6019],[0.9212],[0.1646],[-0.1365],[0.0034],[-0.4017],[-0.9551],[-0.2457],[0.6371],[-0.0299],[-0.0455],[0.0188],[0.0414],[0.0008],[0.0542],[-0.0313],[-0.4023],[-0.0239],[0.0394],[-0.0023],[-0.3943],[-0.2012],[-0.0171],[0.0416],[-0.0306],[-0.0369],[0.0434],[0.0464],[0.0405],[0.0528],[-0.0246],[-0.4012],[0.024],[0.1185],[-2.7094e-05],[0.0018],[0.0009],[4.0006e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6542e-05],[0.0001],[-0.0363],[-0.0736],[0.0793],[-0.0343],[-0.0755],[-0.0797],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.1929],[0.],36.52028904947193
[40.6332],[0.9237],[0.1576],[-0.0219],[0.0039],[-0.4023],[-1.0209],[-0.1588],[0.6427],[-0.0295],[-0.0461],[0.0125],[0.0421],[-0.0138],[0.0588],[-0.0321],[-0.4012],[-0.0238],[-0.0363],[-0.0028],[-0.394],[-0.1208],[0.0219],[0.0418],[-0.0295],[-0.0358],[0.0491],[0.0406],[0.0455],[0.0483],[-0.0245],[-0.4007],[0.0241],[0.1185],[-2.6907e-05],[0.0018],[0.0009],[4.0011e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6593e-05],[0.0001],[-0.0354],[-0.074],[0.0793],[-0.0359],[-0.075],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.2916],[0.],36.55364091161756
[40.6626],[0.9254],[0.148],[0.0818],[0.0038],[-0.4016],[-0.9831],[-0.0438],[0.6468],[-0.0296],[-0.0459],[0.0095],[0.0438],[-0.0174],[0.0645],[-0.032],[-0.4011],[-0.0238],[-0.059],[-0.0027],[-0.3939],[-0.1291],[0.0668],[0.1579],[-0.0294],[-0.0361],[0.0515],[0.035],[0.0451],[0.0486],[-0.0244],[-0.4007],[0.0242],[0.1185],[-2.7456e-05],[0.0018],[0.0009],[4.0084e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.6637e-05],[0.0001],[-0.0345],[-0.0743],[0.0794],[-0.0361],[-0.0747],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.3484],[0.],36.5869927737632
[40.6921],[0.9255],[0.1403],[0.175],[0.0032],[-0.4003],[-0.8817],[0.059],[0.6539],[-0.0301],[-0.045],[0.0101],[0.0463],[-0.0099],[0.0659],[-0.0313],[-0.4015],[-0.0237],[-0.0839],[-0.0027],[-0.394],[-0.1349],[0.0898],[0.3134],[-0.0301],[-0.0364],[0.0508],[0.0357],[0.0445],[0.0498],[-0.0246],[-0.4007],[0.0242],[0.1185],[-2.6719e-05],[0.0018],[0.0009],[4.0048e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6699e-05],[0.0001],[-0.0331],[-0.0746],[0.0795],[-0.0362],[-0.0747],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.559],[0.],36.620344635908836
[40.7255],[0.9249],[0.1425],[0.2319],[0.0022],[-0.3983],[-0.71],[0.1091],[0.6682],[-0.0309],[-0.0433],[0.0155],[0.0488],[0.0035],[0.0659],[-0.0299],[-0.4023],[-0.0235],[-0.1654],[-0.0033],[-0.3938],[-0.0615],[0.1014],[0.419],[-0.03],[-0.0357],[0.0534],[0.0359],[0.0488],[0.0458],[-0.0241],[-0.4003],[0.0241],[0.1185],[-2.6655e-05],[0.0018],[0.0009],[4.0078e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6759e-05],[0.0001],[-0.0322],[-0.0748],[0.0797],[-0.0372],[-0.0743],[-0.0794],[0.],[0.],[0.],[70.5671],[0.],[0.],[0.],[0.],[0.],[0.],[1.6991],[0.],36.65369649805447
[40.758],[0.9231],[0.1396],[0.2817],[0.0006],[-0.3963],[-0.5033],[0.1229],[0.6841],[-0.0315],[-0.0408],[0.0256],[0.0497],[0.0193],[0.0628],[-0.0275],[-0.403],[-0.0234],[-0.2291],[-0.0037],[-0.3937],[-0.0091],[0.1165],[0.4349],[-0.03],[-0.0354],[0.0554],[0.0355],[0.0515],[0.0434],[-0.0234],[-0.4],[0.024],[0.1185],[-2.6683e-05],[0.0018],[0.0009],[4.0113e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6803e-05],[0.0001],[-0.0313],[-0.0749],[0.0798],[-0.0377],[-0.074],[-0.0793],[0.],[0.],[0.],[106.2861],[0.],[0.],[0.],[0.],[0.],[0.],[1.8052],[0.],36.68704836020011
[40.7905],[0.9187],[0.1331],[0.3214],[-0.0012],[-0.3946],[-0.2878],[0.1258],[0.6966],[-0.0315],[-0.038],[0.0378],[0.0478],[0.0346],[0.0563],[-0.0246],[-0.4028],[-0.0233],[-0.2737],[-0.0039],[-0.3938],[0.0135],[0.142],[0.403],[-0.0301],[-0.0353],[0.0553],[0.037],[0.0527],[0.0422],[-0.0229],[-0.3999],[0.024],[0.1185],[-2.6513e-05],[0.0018],[0.0009],[4.0134e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6859e-05],[0.0001],[-0.0305],[-0.0749],[0.0798],[-0.0379],[-0.0736],[-0.0793],[0.],[0.],[0.],[100.269],[0.],[23.627],[0.],[0.],[0.],[0.],[1.86],[0.],36.720400222345745
[40.8255],[0.913],[0.1307],[0.337],[-0.0029],[-0.3937],[-0.081],[0.1372],[0.7034],[-0.0307],[-0.0356],[0.0493],[0.0431],[0.0473],[0.0473],[-0.0219],[-0.4016],[-0.0233],[-0.3134],[-0.0039],[-0.3939],[0.0105],[0.1856],[0.3715],[-0.0305],[-0.0354],[0.0539],[0.04],[0.0525],[0.0427],[-0.0226],[-0.3998],[0.0239],[0.1185],[-2.6094e-05],[0.0018],[0.0009],[4.0123e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6905e-05],[0.0001],[-0.0301],[-0.0749],[0.0799],[-0.0381],[-0.0733],[-0.0793],[0.],[0.],[0.],[83.5271],[0.],[39.8086],[0.],[0.],[0.],[0.],[1.8744],[0.],36.75375208449138
[40.8625],[0.906],[0.1316],[0.355],[-0.0039],[-0.3935],[0.0381],[0.1774],[0.7033],[-0.0297],[-0.0346],[0.0557],[0.0372],[0.0536],[0.0411],[-0.0204],[-0.4001],[-0.0234],[-0.3584],[-0.0039],[-0.3939],[0.0063],[0.2214],[0.3879],[-0.031],[-0.0355],[0.0534],[0.0407],[0.0523],[0.0429],[-0.0217],[-0.4],[0.0237],[0.1185],[-2.6319e-05],[0.0018],[0.0009],[4.0183e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.6963e-05],[0.0001],[-0.0299],[-0.0748],[0.0799],[-0.0384],[-0.0729],[-0.0792],[0.],[0.],[0.],[99.584],[20.8268],[0.],[0.],[96.5967],[0.],[0.],[1.826],[0.],36.78710394663702
[40.8959],[0.8978],[0.1165],[0.4129],[-0.0038],[-0.3935],[0.0224],[0.1436],[0.7119],[-0.0285],[-0.035],[0.0554],[0.0368],[0.0529],[0.0421],[-0.0202],[-0.3996],[-0.0233],[-0.3601],[-0.0036],[-0.394],[-0.0422],[0.2847],[0.3672],[-0.0307],[-0.0358],[0.0512],[0.0428],[0.0499],[0.0455],[-0.022],[-0.4002],[0.0237],[0.1185],[-2.6357e-05],[0.0018],[0.0009],[4.0233e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7025e-05],[0.0001],[-0.0297],[-0.0742],[0.0798],[-0.0382],[-0.0728],[-0.0792],[0.],[0.],[0.],[34.5261],[20.1064],[0.],[0.],[92.8484],[0.],[0.],[2.0715],[0.],36.820455808782654
[40.931],[0.8893],[0.1018],[0.4306],[-0.0036],[-0.3933],[-0.0287],[0.1658],[0.7128],[-0.0283],[-0.0357],[0.0533],[0.0378],[0.0505],[0.0437],[-0.0208],[-0.3997],[-0.0234],[-0.3573],[-0.0033],[-0.394],[-0.1056],[0.3318],[0.1499],[-0.0289],[-0.0362],[0.048],[0.0454],[0.0465],[0.0484],[-0.0223],[-0.4006],[0.0236],[0.1185],[-2.5999e-05],[0.0018],[0.0009],[4.0235e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7084e-05],[0.0001],[-0.0309],[-0.0736],[0.0794],[-0.0381],[-0.0728],[-0.0792],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[88.5304],[0.],[0.],[1.6894],[0.],36.85380767092829
[40.9694],[0.8823],[0.0923],[0.426],[-0.0026],[-0.3935],[-0.1681],[0.0794],[0.6999],[-0.0295],[-0.037],[0.0467],[0.0425],[0.0432],[0.0497],[-0.0222],[-0.4007],[-0.0235],[-0.3553],[-0.0026],[-0.3941],[-0.1834],[0.2945],[0.0344],[-0.0294],[-0.0366],[0.0436],[0.0485],[0.0421],[0.0514],[-0.0217],[-0.4014],[0.0232],[0.1185],[-2.5552e-05],[0.0018],[0.0009],[4.024e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7159e-05],[0.0001],[-0.0307],[-0.0737],[0.0795],[-0.0379],[-0.073],[-0.0793],[0.],[0.],[0.],[297.3633],[0.],[0.],[0.],[36.2566],[0.],[0.],[1.2766],[0.],36.88715953307393
[41.0131],[0.8779],[0.0952],[0.3695],[-0.0019],[-0.394],[-0.2602],[-0.0377],[0.6721],[-0.0304],[-0.0378],[0.0421],[0.0447],[0.0373],[0.0535],[-0.0239],[-0.4014],[-0.0237],[-0.3535],[-0.0016],[-0.3942],[-0.3025],[0.2645],[0.2994],[-0.03],[-0.0379],[0.0378],[0.0506],[0.0355],[0.0539],[-0.0234],[-0.4019],[0.0234],[0.1185],[-2.4932e-05],[0.0018],[0.0009],[4.0227e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.726e-05],[0.0001],[-0.0314],[-0.0741],[0.0795],[-0.0378],[-0.0731],[-0.0793],[0.],[0.],[0.],[175.2761],[0.],[0.],[0.],[38.1041],[0.],[0.],[1.1313],[0.],36.92051139521956
[41.0616],[0.8851],[0.1177],[0.3304],[-0.0011],[-0.3944],[-0.348],[-0.0579],[0.6421],[-0.0306],[-0.0387],[0.0405],[0.0418],[0.0335],[0.0532],[-0.0253],[-0.4019],[-0.024],[-0.3515],[-0.0004],[-0.3949],[-0.4494],[0.1724],[0.4409],[-0.0306],[-0.0396],[0.029],[0.0546],[0.0267],[0.0569],[-0.0252],[-0.4026],[0.0233],[0.1185],[-2.4579e-05],[0.0018],[0.0009],[4.0242e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7374e-05],[0.0001],[-0.032],[-0.0743],[0.0795],[-0.0381],[-0.0729],[-0.0792],[0.],[13.7689],[0.],[183.2053],[0.],[0.],[0.],[2.418],[0.],[0.],[1.5268],[0.],36.9538632573652
[41.1148],[0.8969],[0.1559],[0.2549],[-0.0008],[-0.3948],[-0.4001],[-0.0224],[0.4135],[-0.0309],[-0.0393],[0.0357],[0.0459],[0.0279],[0.0591],[-0.026],[-0.4023],[-0.0239],[-0.3466],[0.0009],[-0.3967],[-0.6041],[-0.0711],[0.6236],[-0.0308],[-0.0414],[0.0194],[0.0573],[0.018],[0.0576],[-0.0276],[-0.4029],[0.0238],[0.1185],[-2.4426e-05],[0.0018],[0.0009],[4.0257e-05],[-0.0002],[0.0001],[0.1055],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7442e-05],[0.0001],[-0.0326],[-0.0748],[0.0796],[-0.0381],[-0.0728],[-0.0792],[0.],[0.],[0.],[82.4647],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.2447],36.987215119510836
[41.1619],[0.9103],[0.1833],[0.1631],[-0.0007],[-0.3948],[-0.3967],[0.0275],[0.1781],[-0.0311],[-0.0392],[0.0323],[0.0515],[0.0279],[0.0593],[-0.0254],[-0.4028],[-0.0234],[-0.2987],[0.0021],[-0.3987],[-0.767],[-0.249],[0.6782],[-0.0307],[-0.0433],[0.0099],[0.0578],[0.0117],[0.0545],[-0.0295],[-0.4029],[0.0239],[0.1185],[-2.6012e-05],[0.0018],[0.0009],[4.0437e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0018],[0.0009],[0.0001],[-6.7513e-05],[0.0001],[-0.0339],[-0.075],[0.0795],[-0.0377],[-0.0729],[-0.0792],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4907],37.02056698165647
[41.1993],[0.921],[0.1863],[0.0915],[-0.001],[-0.3948],[-0.3521],[-0.0113],[0.025],[-0.031],[-0.0385],[0.0334],[0.0529],[0.0308],[0.0581],[-0.0253],[-0.4025],[-0.0236],[-0.1806],[0.0032],[-0.4011],[-0.9354],[-0.2924],[0.6758],[-0.0303],[-0.045],[0.0009],[0.0564],[0.0085],[0.0488],[-0.0311],[-0.4024],[0.0238],[0.1184],[-2.6806e-05],[0.0018],[0.0009],[4.0526e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7538e-05],[0.0001],[-0.0347],[-0.0751],[0.0795],[-0.0367],[-0.0734],[-0.0792],[0.],[33.7998],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.5961],37.05391884380211
[41.2331],[0.9248],[0.1802],[0.0276],[-0.0013],[-0.3944],[-0.3045],[0.0579],[-0.063],[-0.0306],[-0.0378],[0.0365],[0.0517],[0.0341],[0.0559],[-0.0242],[-0.4025],[-0.0234],[-0.0417],[0.0039],[-0.4026],[-1.0484],[-0.2445],[0.6755],[-0.0299],[-0.0459],[-0.0047],[0.053],[-0.0011],[0.0497],[-0.0322],[-0.4013],[0.0238],[0.1184],[-2.7077e-05],[0.0018],[0.0009],[4.0562e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7562e-05],[0.0001],[-0.0354],[-0.0749],[0.0795],[-0.0356],[-0.0739],[-0.0793],[0.],[53.3141],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.5552],37.087270705947745
[41.2657],[0.9215],[0.1733],[-0.025],[-0.0015],[-0.3941],[-0.2763],[0.1259],[-0.0575],[-0.0306],[-0.0376],[0.0379],[0.0511],[0.0358],[0.0552],[-0.0239],[-0.4023],[-0.0234],[0.0967],[0.0042],[-0.4032],[-1.0913],[-0.1339],[0.6711],[-0.03],[-0.0461],[-0.0047],[0.0499],[-0.0084],[0.0514],[-0.0324],[-0.4007],[0.0238],[0.1184],[-2.714e-05],[0.0018],[0.0009],[4.0577e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7583e-05],[0.0001],[-0.0359],[-0.0748],[0.0795],[-0.0343],[-0.0742],[-0.0793],[0.],[58.2033],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4566],37.12062256809338
[41.2993],[0.9198],[0.1711],[-0.084],[-0.0018],[-0.3939],[-0.2445],[0.1914],[-0.1439],[-0.0307],[-0.0374],[0.0396],[0.0505],[0.0378],[0.054],[-0.0232],[-0.4021],[-0.0233],[0.2035],[0.004],[-0.4021],[-1.0239],[-0.018],[0.6679],[-0.0303],[-0.0456],[7.8332e-05],[0.0475],[-0.0156],[0.0579],[-0.0322],[-0.4006],[0.0238],[0.1184],[-2.6644e-05],[0.0018],[0.0009],[4.0591e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7699e-05],[0.0001],[-0.0361],[-0.0749],[0.0795],[-0.0331],[-0.0743],[-0.0794],[0.],[55.9359],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4957],37.15397443023902
[41.3349],[0.9232],[0.1756],[-0.1711],[-0.0024],[-0.3938],[-0.1665],[0.1842],[-0.1237],[-0.0308],[-0.0366],[0.0446],[0.0466],[0.0427],[0.0504],[-0.0225],[-0.4016],[-0.0233],[0.2797],[0.0033],[-0.4004],[-0.8881],[0.0439],[0.6723],[-0.0307],[-0.0446],[0.0092],[0.0462],[-0.0097],[0.0647],[-0.0313],[-0.4014],[0.0236],[0.1184],[-2.6785e-05],[0.0018],[0.0009],[4.0636e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7748e-05],[0.0001],[-0.0372],[-0.0745],[0.0794],[-0.0325],[-0.0741],[-0.0794],[0.],[10.133],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.739],37.18732629238466
[41.3706],[0.9218],[0.1791],[-0.2614],[-0.0031],[-0.3938],[-0.0817],[0.1518],[0.0328],[-0.0306],[-0.0358],[0.05],[0.0419],[0.0477],[0.0461],[-0.0217],[-0.4009],[-0.0234],[0.3427],[0.0023],[-0.3986],[-0.7311],[0.093],[0.6821],[-0.0312],[-0.0432],[0.0191],[0.044],[0.0019],[0.0656],[-0.0301],[-0.4023],[0.0235],[0.1184],[-2.6306e-05],[0.0018],[0.0009],[4.0608e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7777e-05],[0.0001],[-0.0379],[-0.074],[0.0794],[-0.0314],[-0.0741],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.742],37.2206781545303
[41.4093],[0.9175],[0.189],[-0.376],[-0.0039],[-0.3935],[0.0267],[0.1557],[0.1882],[-0.0311],[-0.035],[0.0547],[0.0391],[0.0536],[0.0402],[-0.02],[-0.4001],[-0.0232],[0.34],[0.0005],[-0.3963],[-0.4945],[0.1102],[0.692],[-0.0317],[-0.0405],[0.0306],[0.0414],[0.02],[0.0624],[-0.0275],[-0.4029],[0.0234],[0.1184],[-2.6589e-05],[0.0018],[0.0009],[4.0683e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7842e-05],[0.0001],[-0.0388],[-0.0731],[0.0793],[-0.0315],[-0.0742],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[42.6131],[0.],[0.],[0.],[0.],[1.8053],37.254030016675934
[41.44],[0.9096],[0.1703],[-0.3729],[-0.0037],[-0.3937],[-0.0232],[0.1743],[0.3341],[-0.0311],[-0.0357],[0.053],[0.0395],[0.0517],[0.0402],[-0.021],[-0.3999],[-0.0235],[0.3676],[-0.0012],[-0.3947],[-0.2936],[0.0978],[0.7009],[-0.031],[-0.0376],[0.0412],[0.0398],[0.0344],[0.056],[-0.0244],[-0.4029],[0.0233],[0.1184],[-2.7158e-05],[0.0018],[0.0009],[4.0772e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7879e-05],[0.0001],[-0.0381],[-0.073],[0.0793],[-0.0315],[-0.074],[-0.0794],[0.],[170.5013],[0.],[0.],[0.],[0.],[80.8289],[0.],[0.],[0.],[0.],[1.896],37.28738187882157
[41.4681],[0.8998],[0.1363],[-0.3632],[-0.0036],[-0.3937],[-0.0481],[0.274],[0.3879],[-0.0317],[-0.036],[0.051],[0.0427],[0.0496],[0.0455],[-0.0206],[-0.4001],[-0.0233],[0.4109],[-0.0024],[-0.394],[-0.1585],[0.1322],[0.702],[-0.0307],[-0.0362],[0.0481],[0.0389],[0.0429],[0.0509],[-0.0228],[-0.4019],[0.0233],[0.1184],[-2.7057e-05],[0.0018],[0.0009],[4.0816e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.7943e-05],[0.0001],[-0.0376],[-0.0734],[0.0794],[-0.0306],[-0.0738],[-0.0795],[0.],[113.5092],[0.],[0.],[0.],[0.],[149.4021],[0.],[0.],[0.],[0.],[1.7517],37.320733740967206
[41.4975],[0.8902],[0.0985],[-0.3596],[-0.0035],[-0.3937],[-0.0511],[0.3253],[0.3984],[-0.0312],[-0.0359],[0.0507],[0.043],[0.0494],[0.0456],[-0.0205],[-0.4001],[-0.0233],[0.403],[-0.0038],[-0.3935],[0.0377],[0.1941],[0.697],[-0.0299],[-0.0345],[0.0571],[0.0353],[0.0536],[0.0409],[-0.0206],[-0.4004],[0.0233],[0.1184],[-2.6809e-05],[0.0018],[0.0009],[4.0836e-05],[-0.0002],[0.0001],[0.1054],[0.0004],[-0.0019],[0.0009],[0.0001],[-6.8006e-05],[0.0001],[-0.0375],[-0.0735],[0.0794],[-0.0304],[-0.0741],[-0.0796],[0.],[74.5207],[0.],[0.],[0.],[74.0554],[97.0013],[0.],[0.],[0.],[0.],[1.5879],37.35408560311284
